ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,fl_acc_camp,fl_acc_camp_4th,qt_acc_camp,qt_acc_camp_4th,Age,qt_months,qt_spent,pct_spent_wine,pct_spent_fruit,pct_spent_meat,pct_spent_fish,pct_spent_sweet,pct_spent_gold,qt_purchases,pct_purch_web,pct_purch_catalog,pct_purch_store,pct_deal_purchases,cluster
1992,1964,Graduation,Married,"60597,0",0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,1,1,1,1,56,"73,0",827,"0,6311970979443773","0,0","0,31076178960096734","0,03869407496977025","0,019347037484885126","0,07980652962515115",12,"0,16666666666666666","0,16666666666666666","0,6666666666666666","0,3333333333333333",0
7851,1949,Graduation,Widow,"70165,0",0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,0,0,0,71,"76,0",804,"0,20024875621890548","0,0","0,31467661691542287","0,24751243781094528","0,23756218905472637","0,1517412935323383",21,"0,14285714285714285","0,3333333333333333","0,5238095238095238","0,047619047619047616",3
8594,1958,PhD,Widow,"50520,0",0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,0,0,0,0,62,"72,0",121,"0,9256198347107438","0,0","0,049586776859504134","0,01652892561983471","0,008264462809917356","0,11570247933884298",7,"0,42857142857142855","0,14285714285714285","0,42857142857142855","0,2857142857142857",0
7059,1963,Graduation,Married,"80124,0",0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,1,1,1,1,57,"67,0",1254,"0,38516746411483255","0,06698564593301436","0,31738437001594894","0,1634768740031898","0,06698564593301436","0,19218500797448165",18,"0,16666666666666666","0,3888888888888889","0,4444444444444444","0,05555555555555555",1
2815,1975,Graduation,Married,"33183,0",1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,0,45,"71,0",83,"0,08433734939759036","0,060240963855421686","0,46987951807228917","0,20481927710843373","0,18072289156626506","0,4457831325301205",7,"0,5714285714285714","0,0","0,42857142857142855","0,2857142857142857",3
2416,1969,PhD,Single,"66582,0",0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,0,0,0,0,51,"71,0",1288,"0,6125776397515528","0,019409937888198756","0,32608695652173914","0,012422360248447204","0,029503105590062112","0,0",19,"0,10526315789473684","0,42105263157894735","0,47368421052631576","0,05263157894736842",0
7999,1955,PhD,Together,"75261,0",0,0,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,1,1,2,1,65,"81,0",1726,"0,7178447276940904","0,009849362688296639","0,23928157589803012","0,013325608342989572","0,019698725376593278","0,009849362688296639",16,"0,3125","0,375","0,3125","0,0625",0
9213,1970,Graduation,Widow,"31880,0",1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,0,0,0,50,"87,0",12,"0,3333333333333333","0,08333333333333333","0,4166666666666667","0,16666666666666666","0,0","0,25",3,"0,3333333333333333","0,0","0,6666666666666666","0,3333333333333333",1
9697,1951,Graduation,Married,"53790,0",0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,0,0,0,0,69,"70,0",537,"0,6238361266294227","0,0782122905027933","0,23649906890130354","0,0521415270018622","0,00931098696461825","0,00931098696461825",17,"0,4117647058823529","0,11764705882352941","0,47058823529411764","0,17647058823529413",0
3916,1971,PhD,Together,"49269,0",1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,0,0,0,0,49,"89,0",832,"0,7680288461538461","0,009615384615384616","0,19951923076923078","0,013221153846153846","0,009615384615384616","0,06971153846153846",22,"0,3181818181818182","0,13636363636363635","0,5454545454545454","0,13636363636363635",0
2021,1975,Graduation,Married,"61456,0",0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,0,0,0,0,45,"82,0",1299,"0,4334103156274057","0,05850654349499615","0,2956120092378753","0,06466512702078522","0,14780600461893764","0,06851424172440339",29,"0,20689655172413793","0,3448275862068966","0,4482758620689655","0,13793103448275862",1
1581,1980,Graduation,Married,"37406,0",1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,0,0,0,0,40,"75,0",14,"0,14285714285714285","0,0","0,5714285714285714","0,14285714285714285","0,14285714285714285","0,21428571428571427",3,"0,3333333333333333","0,0","0,6666666666666666","0,3333333333333333",1
564,1981,PhD,Together,"56937,0",1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,1,1,1,1,39,"90,0",898,"0,8307349665924276","0,008908685968819599","0,13919821826280623","0,012249443207126948","0,008908685968819599","0,008908685968819599",23,"0,34782608695652173","0,2608695652173913","0,391304347826087","0,30434782608695654",0
6619,1978,Graduation,Married,"38415,0",1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,0,42,"85,0",40,"0,55","0,025","0,325","0,1","0,0","0,1",4,"0,25","0,0","0,75","0,5",1
9081,1988,Graduation,Single,"20518,0",1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,0,0,0,0,32,"68,0",16,"0,25","0,0625","0,375","0,25","0,0625","0,5625",4,"0,25","0,25","0,5","0,25",3
178,1956,Graduation,Married,"62503,0",0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,0,0,0,0,64,"83,0",856,"0,5584112149532711","0,0","0,22546728971962618","0,12850467289719625","0,08761682242990654","0,1366822429906542",22,"0,36363636363636365","0,13636363636363635","0,5","0,18181818181818182",0
916,1972,PhD,Single,"41644,0",1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,0,0,0,0,48,"68,0",29,"0,6896551724137931","0,10344827586206896","0,13793103448275862","0,06896551724137931","0,0","0,06896551724137931",4,"0,25","0,0","0,75","0,5",0
5512,1977,Master,Married,"55842,0",0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,0,0,0,0,43,"68,0",494,"0,9129554655870445","0,0","0,07894736842105263","0,0","0,008097165991902834","0,048582995951417005",16,"0,4375","0,0625","0,5","0,0625",0
8970,1972,PhD,Married,"62010,0",0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,0,0,0,0,48,"87,0",438,"0,8470319634703196","0,0502283105022831","0,08904109589041095","0,0136986301369863","0,0","0,2100456621004566",15,"0,4","0,13333333333333333","0,4666666666666667","0,26666666666666666",0
10581,1977,Graduation,Married,"41124,0",1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,0,0,0,0,43,"87,0",387,"0,7260981912144703","0,01808785529715762","0,21705426356589147","0,03875968992248062","0,0","0,30749354005167956",14,"0,5","0,21428571428571427","0,2857142857142857","0,5",0
5300,1973,Master,Married,"38961,0",1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,0,0,0,0,47,"73,0",46,"0,41304347826086957","0,15217391304347827","0,41304347826086957","0,0","0,021739130434782608","0,5217391304347826",5,"0,4","0,2","0,4","0,2",1
5154,1972,Master,Divorced,"37760,0",1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0,0,0,0,48,"77,0",54,"0,48148148148148145","0,05555555555555555","0,24074074074074073","0,037037037037037035","0,18518518518518517","0,0",5,"0,4","0,0","0,6","0,2",1
8346,1974,Graduation,Single,"32233,0",1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,1,1,1,1,46,"89,0",224,"0,6160714285714286","0,06696428571428571","0,15625","0,11160714285714286","0,049107142857142856","0,32142857142857145",10,"0,6","0,2","0,2","0,2",0
1676,1975,Graduation,Married,"43057,0",0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,0,0,0,0,45,"75,0",261,"0,8160919540229885","0,007662835249042145","0,1685823754789272","0,0","0,007662835249042145","0,019157088122605363",11,"0,36363636363636365","0,18181818181818182","0,45454545454545453","0,36363636363636365",0
9286,1960,Master,Together,"83151,0",0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,0,0,0,0,60,"87,0",729,"0,5582990397805213","0,038408779149519894","0,13717421124828533","0,1646090534979424","0,10150891632373114","0,024691358024691357",18,"0,2777777777777778","0,5","0,2222222222222222","0,05555555555555555",0
2426,1964,PhD,Divorced,"78825,0",0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,0,0,0,0,56,"88,0",877,"0,5507411630558723","0,08437856328392246","0,12998859749144812","0,19270239452679588","0,04218928164196123","0,020524515393386546",28,"0,17857142857142858","0,35714285714285715","0,4642857142857143","0,03571428571428571",0
5172,1976,Master,Together,"65104,0",0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,0,0,0,0,44,"74,0",1003,"0,7357926221335992","0,0","0,2313060817547358","0,01296111665004985","0,019940179461615155","0,049850448654037885",15,"0,2","0,3333333333333333","0,4666666666666667","0,13333333333333333",0
5562,1974,Graduation,Married,"60093,0",0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,0,0,0,0,46,"79,0",645,"0,7782945736434108","0,018604651162790697","0,16899224806201552","0,024806201550387597","0,009302325581395349","0,13953488372093023",19,"0,3684210526315789","0,10526315789473684","0,5263157894736842","0,10526315789473684",0
3436,1969,Graduation,Married,"14045,0",1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,0,51,"72,0",19,"0,5789473684210527","0,0","0,2631578947368421","0,10526315789473684","0,05263157894736842","0,05263157894736842",4,"0,25","0,0","0,75","0,25",0
3921,1952,2n Cycle,Widow,"28457,0",0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,0,0,0,0,68,"87,0",191,"0,1256544502617801","0,005235602094240838","0,5654450261780105","0,1518324607329843","0,1518324607329843","0,07329842931937172",9,"0,4444444444444444","0,1111111111111111","0,4444444444444444","0,1111111111111111",1
3403,1958,PhD,Together,"78952,0",0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,0,0,0,0,62,"88,0",1958,"0,5975485188968335","0,009703779366700716","0,30337078651685395","0,05056179775280899","0,03881511746680286","0,06843718079673136",19,"0,10526315789473684","0,2631578947368421","0,631578947368421","0,10526315789473684",0
22,1976,Graduation,Divorced,"46310,0",1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,0,0,0,0,44,"86,0",295,"0,6271186440677966","0,006779661016949152","0,2983050847457627","0,05084745762711865","0,01694915254237288","0,04745762711864407",12,"0,5","0,08333333333333333","0,4166666666666667","0,16666666666666666",0
10965,1955,Graduation,Together,"76005,0",0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,1,1,1,1,65,"83,0",1682,"0,584423305588585","0,011890606420927468","0,23127229488703924","0,1426872770511296","0,029726516052318668","0,023781212841854936",21,"0,14285714285714285","0,23809523809523808","0,6190476190476191","0,047619047619047616",0
9426,1964,Master,Single,"58308,0",0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,0,0,0,0,56,"84,0",770,"0,8974025974025974","0,0","0,08961038961038961","0,012987012987012988","0,0","0,16883116883116883",11,"0,18181818181818182","0,5454545454545454","0,2727272727272727","0,36363636363636365",0
6605,1944,PhD,Divorced,"55614,0",0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,1,1,1,1,76,"74,0",656,"0,7682926829268293","0,019817073170731708","0,19969512195121952","0,012195121951219513","0,0","0,039634146341463415",19,"0,47368421052631576","0,21052631578947367","0,3157894736842105","0,05263157894736842",0
3136,1962,Master,Divorced,"59432,0",0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,0,0,0,0,58,"81,0",651,"0,4869431643625192","0,03840245775729647","0,40706605222734255","0,03840245775729647","0,029185867895545316","0,018433179723502304",19,"0,2631578947368421","0,15789473684210525","0,5789473684210527","0,15789473684210525",1
8737,1978,Graduation,Divorced,"55563,0",0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,0,0,0,0,42,"69,0",41,"0,7073170731707317","0,024390243902439025","0,21951219512195122","0,04878048780487805","0,0","0,04878048780487805",5,"0,4","0,0","0,6","0,2",0
11088,1971,PhD,Together,"78642,0",0,1,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,0,0,0,0,49,"81,0",1799,"0,7759866592551418","0,0","0,17898832684824903","0,02556976097832129","0,019455252918287938","0,009449694274596998",17,"0,23529411764705882","0,5294117647058824","0,23529411764705882","0,058823529411764705",0
716,1949,PhD,Together,"67911,0",0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,0,0,0,0,71,"68,0",976,"0,5420081967213115","0,0","0,36475409836065575","0,06454918032786885","0,028688524590163935","0,0",24,"0,25","0,2916666666666667","0,4583333333333333","0,125",1
466,1944,Graduation,Married,"65275,0",0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,0,0,0,0,76,"82,0",725,"0,5351724137931034","0,019310344827586208","0,3006896551724138","0,12551724137931033","0,019310344827586208","0,028965517241379312",20,"0,2","0,15","0,65","0,05",1
9135,1950,Graduation,Together,"27203,0",1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,0,0,0,0,70,"90,0",40,"0,325","0,05","0,525","0,1","0,0","0,6",4,"0,25","0,25","0,5","0,5",1
10623,1961,Master,Together,"48330,0",0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0,0,0,0,59,"74,0",32,"0,875","0,0","0,125","0,0","0,0","0,0",4,"0,25","0,0","0,75","0,25",0
8151,1990,Basic,Married,"24279,0",0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,0,0,0,0,30,"85,0",155,"0,1032258064516129","0,23225806451612904","0,13548387096774195","0,12903225806451613","0,4","0,6967741935483871",8,"0,5","0,125","0,375","0,125",2
5140,1985,PhD,Married,"64355,0",1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,0,0,0,0,35,"89,0",1292,"0,8103715170278638","0,0","0,10835913312693499","0,05185758513931889","0,029411764705882353","0,11842105263157894",19,"0,21052631578947367","0,15789473684210525","0,631578947368421","0,10526315789473684",0
10160,1956,Master,Together,"50943,0",0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,0,0,0,0,64,"79,0",40,"0,775","0,0","0,175","0,05","0,0","0,15",4,"0,25","0,0","0,75","0,25",0
4945,1953,Graduation,Widow,"53653,0",0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,0,0,0,0,67,"87,0",1102,"0,7395644283121597","0,009074410163339383","0,21687840290381125","0,025408348457350273","0,009074410163339383","0,09800362976406533",26,"0,38461538461538464","0,15384615384615385","0,46153846153846156","0,07692307692307693",0
10584,1976,Graduation,Married,"65665,0",0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,0,0,0,0,44,"74,0",916,"0,24563318777292575","0,17685589519650655","0,42248908296943233","0,11572052401746726","0,039301310043668124","0,03165938864628821",23,"0,21739130434782608","0,43478260869565216","0,34782608695652173","0,043478260869565216",1
6071,1989,Graduation,Single,"81217,0",0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0,0,0,0,31,"78,0",1073,"0,4594594594594595","0,06523765144454799","0,3019571295433364","0,13606710158434296","0,03727865796831314","0,0782851817334576",21,"0,14285714285714285","0,3333333333333333","0,5238095238095238","0,047619047619047616",1
3386,1992,Graduation,Married,"34935,0",0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,0,0,0,0,28,"79,0",117,"0,2905982905982906","0,03418803418803419","0,5641025641025641","0,02564102564102564","0,08547008547008547","0,17094017094017094",7,"0,2857142857142857","0,14285714285714285","0,5714285714285714","0,14285714285714285",1
8939,1959,Graduation,Divorced,"61250,0",0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,0,0,0,0,61,"85,0",671,"0,5692995529061102","0,20566318926974664","0,09687034277198212","0,08941877794336811","0,038748137108792845","0,08792846497764531",19,"0,2631578947368421","0,10526315789473684","0,631578947368421","0,3157894736842105",0
9925,1981,PhD,Together,"39665,0",1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,1,1,1,1,39,"80,0",185,"0,6864864864864865","0,005405405405405406","0,3027027027027027","0,0","0,005405405405405406","0,16756756756756758",9,"0,4444444444444444","0,2222222222222222","0,3333333333333333","0,3333333333333333",0
4320,1979,Graduation,Single,"60152,0",0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,0,0,0,0,41,"82,0",852,"0,3814553990610329","0,09741784037558686","0,352112676056338","0,10093896713615023","0,06807511737089202","0,1068075117370892",22,"0,2727272727272727","0,18181818181818182","0,5454545454545454","0,045454545454545456",1
5389,1964,Graduation,Married,"48920,0",0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,1,1,1,1,56,"75,0",341,"0,6979472140762464","0,04985337243401759","0,19941348973607037","0,02346041055718475","0,02932551319648094","0,017595307917888565",13,"0,46153846153846156","0,15384615384615385","0,38461538461538464","0,23076923076923078",0
6036,1959,Master,Together,"89120,0",0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,1,0,1,0,61,"70,0",1869,"0,6249331193151418","0,04922418405564473","0,21829855537720708","0,038523274478330656","0,06902086677367576","0,029427501337613696",18,"0,2777777777777778","0,3333333333333333","0,3888888888888889","0,05555555555555555",0
182,1946,PhD,Together,"44124,0",0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,0,0,0,0,74,"80,0",345,"0,8231884057971014","0,0","0,15942028985507245","0,0","0,017391304347826087","0,15072463768115943",13,"0,46153846153846156","0,15384615384615385","0,38461538461538464","0,3076923076923077",0
203,1975,Master,Single,"81169,0",0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,0,0,0,0,45,"81,0",2062,"0,6246362754607178","0,009699321047526674","0,29728419010669255","0,038797284190106696","0,029582929194956354","0,013094083414161009",21,"0,23809523809523808","0,3333333333333333","0,42857142857142855","0,047619047619047616",0
11025,1961,Graduation,Married,"36443,0",1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,0,0,0,0,59,"84,0",118,"0,5508474576271186","0,0","0,3898305084745763","0,03389830508474576","0,025423728813559324","0,1694915254237288",7,"0,42857142857142855","0,14285714285714285","0,42857142857142855","0,5714285714285714",1
10203,1990,Graduation,Single,"26095,0",1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,0,30,"79,0",31,"0,3548387096774194","0,22580645161290322","0,2903225806451613","0,0967741935483871","0,03225806451612903","0,3548387096774194",4,"0,25","0,0","0,75","0,25",1
4607,1959,Graduation,Together,"71367,0",0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,0,0,0,0,61,"77,0",702,"0,32336182336182334","0,03276353276353276","0,5541310541310541","0,05982905982905983","0,029914529914529916","0,10683760683760683",16,"0,25","0,3125","0,4375","0,0625",1
3711,1944,Master,Married,"80184,0",0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,1,1,2,1,76,"71,0",1902,"0,5441640378548895","0,07045215562565721","0,352260778128286","0,013144058885383806","0,019978969505783387","0,0",19,"0,3157894736842105","0,15789473684210525","0,5263157894736842","0,05263157894736842",1
3696,1965,Graduation,Divorced,"30630,0",1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0,0,0,0,55,"72,0",42,"0,6428571428571429","0,023809523809523808","0,2857142857142857","0,047619047619047616","0,0","0,23809523809523808",5,"0,4","0,0","0,6","0,4",0
2532,1987,Master,Single,"73454,0",0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,1,1,1,1,33,"71,0",1476,"0,6653116531165312","0,0494579945799458","0,23780487804878048","0,037940379403794036","0,009485094850948509","0,11856368563685638",12,"0,16666666666666666","0,3333333333333333","0,5","0,08333333333333333",0
9214,1991,Graduation,Married,"42691,0",0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,0,0,0,0,29,"77,0",300,"0,5966666666666667","0,006666666666666667","0,21333333333333335","0,12666666666666668","0,056666666666666664","0,19333333333333333",12,"0,4166666666666667","0,08333333333333333","0,5","0,08333333333333333",0
4943,1953,Graduation,Married,"70503,0",0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,1,1,2,1,67,"88,0",1661,"0,8302227573750752","0,019867549668874173","0,1300421432871764","0,0","0,019867549668874173","0,039735099337748346",15,"0,13333333333333333","0,26666666666666666","0,6","0,06666666666666667",0
35,1987,Graduation,Married,"25545,0",1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,0,0,0,0,33,"89,0",125,"0,256","0,008","0,512","0,128","0,096","0,68",7,"0,2857142857142857","0,2857142857142857","0,42857142857142855","0,42857142857142855",1
2258,1986,Graduation,Married,"32880,0",1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,0,0,0,34,"86,0",40,"0,2","0,1","0,375","0,175","0,15","0,05",4,"0,25","0,0","0,75","0,25",3
4322,1958,PhD,Together,"77863,0",0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,0,0,0,0,62,"74,0",1279,"0,6888193901485535","0,029710711493354185","0,24941360437842064","0,012509773260359656","0,019546520719311962","0,009382329945269743",19,"0,21052631578947367","0,2631578947368421","0,5263157894736842","0,05263157894736842",0
713,1977,Master,Married,"50353,0",0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,0,0,0,0,43,"67,0",407,"0,3464373464373464","0,036855036855036855","0,3759213759213759","0,16461916461916462","0,07616707616707617","0,085995085995086",14,"0,2857142857142857","0,2857142857142857","0,42857142857142855","0,07142857142857142",1
4702,1964,Graduation,Single,"61839,0",0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,0,0,0,0,56,"89,0",1775,"0,5633802816901409","0,08732394366197183","0,21352112676056337","0,12619718309859154","0,009577464788732394","0,0676056338028169",16,"0,25","0,5","0,25","0,0625",0
3281,1960,PhD,Married,"49154,0",1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,0,0,0,0,60,"75,0",340,"0,6058823529411764","0,029411764705882353","0,19705882352941176","0,08823529411764706","0,07941176470588235","0,2088235294117647",13,"0,3076923076923077","0,07692307692307693","0,6153846153846154","0,46153846153846156",0
702,1975,2n Cycle,Widow,"47682,0",0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,0,0,0,0,45,"83,0",460,"0,3521739130434783","0,13260869565217392","0,18043478260869567","0,2108695652173913","0,12391304347826088","0,13260869565217392",15,"0,26666666666666666","0,2","0,5333333333333333","0,26666666666666666",3
2004,1969,Graduation,Single,"72679,0",0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,0,0,0,0,51,"76,0",1114,"0,5556552962298025","0,04847396768402154","0,2333931777378815","0,11400359066427289","0,04847396768402154","0,04847396768402154",16,"0,25","0,4375","0,3125","0,0625",0
4769,1977,Master,Together,"57954,0",1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,1,1,1,1,43,"67,0",484,"0,9421487603305785","0,008264462809917356","0,049586776859504134","0,0","0,0","0,01859504132231405",16,"0,5","0,125","0,375","0,4375",0
4437,1962,Graduation,Married,"65316,0",1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,0,0,0,0,58,"81,0",222,"0,5045045045045045","0,02702702702702703","0,4144144144144144","0,013513513513513514","0,04054054054054054","0,17117117117117117",10,"0,3","0,2","0,5","0,2",1
8724,1982,Graduation,Single,"28567,0",1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,0,0,0,38,"79,0",40,"0,275","0,075","0,55","0,05","0,05","0,15",5,"0,4","0,0","0,6","0,4",1
10741,1951,Master,Together,"47352,0",0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,0,0,0,0,69,"81,0",304,"0,5657894736842105","0,039473684210526314","0,3684210526315789","0,02631578947368421","0,0","0,049342105263157895",12,"0,5","0,08333333333333333","0,4166666666666667","0,3333333333333333",1
1991,1967,Graduation,Together,"44931,0",0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,0,0,0,0,53,"72,0",89,"0,8764044943820225","0,0","0,12359550561797752","0,0","0,0","0,07865168539325842",6,"0,3333333333333333","0,16666666666666666","0,5","0,16666666666666666",0
6931,1967,Graduation,Divorced,"76982,0",0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,1,0,1,0,53,"71,0",1032,"0,4496124031007752","0,14631782945736435","0,28294573643410853","0,06298449612403101","0,05813953488372093","0,029069767441860465",15,"0,5333333333333333","0,2","0,26666666666666666","0,06666666666666667",1
